lon,lat,type,loctype,address,north,south,east,west
-94.3985475,35.3859242,locality,approximate,"fort smith, ar, usa",35.449995,35.263506,-94.2523641,-94.43559
-94.1185366,36.3320196,locality,approximate,"rogers, ar, usa",36.40587,36.265266,-94.079499,-94.241444
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-72.2781409,42.933692,locality,approximate,"keene, nh, usa",42.9999449,42.904271,-72.2169299,-72.382744
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-77.0469214,38.8048355,locality,approximate,"alexandria, va, usa",38.845011,38.785216,-77.0372879,-77.144359
-77.1945247,41.2033216,administrative_area_level_1,approximate,"pennsylvania, usa",42.516072,39.7197989,-74.6895018,-80.519895
-94.1185366,36.3320196,locality,approximate,"rogers, ar, usa",36.40587,36.265266,-94.079499,-94.241444
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-81.750889,30.2225539,establishment,rooftop,"6539 townsend rd, jacksonville, fl 32244, usa",30.22390288,30.22120492,-81.74954002,-81.75223798
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-71.3824374,42.4072107,administrative_area_level_1,approximate,"massachusetts, usa",42.88679,41.187053,-69.858861,-73.5081419
-86.158068,39.768403,locality,approximate,"indianapolis, in, usa",39.927392,39.632177,-85.9373789,-86.3281211
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-82.7535049,39.8842304,locality,approximate,"pickerington, oh, usa",39.935484,39.857138,-82.7301969,-82.8046959
-73.9712488,40.7830603,political,approximate,"manhattan, new york, ny, usa",40.820045,40.698078,-73.903313,-74.035149
-95.992775,36.1539816,locality,approximate,"tulsa, ok, usa",36.336506,35.968097,-95.6815429,-96.074478
-117.8427306,33.7302464,establishment,rooftop,"1412 s ritchey st unit b, santa ana, ca 92705, usa",33.73159538,33.72889742,-117.8413816,-117.8440796
-78.350676,42.9026199,locality,approximate,"darien, ny 14040, usa",42.9107927,42.894446,-78.3346686,-78.3666834
-80.8431267,35.2270869,locality,approximate,"charlotte, nc, usa",35.393133,35.0131739,-80.670104,-81.0095539
-104.9739333,39.5480789,locality,approximate,"highlands ranch, co, usa",39.5662499,39.510475,-104.900421,-105.052332
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-107.2902839,43.0759678,administrative_area_level_1,approximate,"wyoming, usa",45.005904,40.994746,-104.0522449,-111.056889
-76.2858726,36.8507689,locality,approximate,"norfolk, va, usa",37.040886,36.820757,-76.133872,-76.3455689
-77.6930602,43.2097837,locality,approximate,"greece, ny 14626, usa",43.223811,43.194237,-77.6773709,-77.732038
-84.3954944,38.9192311,locality,approximate,"claryville, ky 41001, usa",38.950038,38.8961769,-84.378242,-84.4435429
-79.1422464,37.4137536,locality,approximate,"lynchburg, va, usa",37.469304,37.33258,-79.0852441,-79.271768
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-73.0356625,40.8664873,locality,approximate,"selden, ny, usa",40.9032089,40.839873,-73.0267039,-73.065058
-77.0368707,38.9071923,locality,approximate,"washington, dc, usa",38.995548,38.7916449,-76.909393,-77.119759
-77.4605399,38.3031837,locality,approximate,"fredericksburg, va 22401, usa",38.326445,38.270245,-77.447088,-77.5326861
-80.8431267,35.2270869,locality,approximate,"charlotte, nc, usa",35.393133,35.0131739,-80.670104,-81.0095539
-76.6412712,39.0457549,administrative_area_level_1,approximate,"maryland, usa",39.723037,37.8866049,-74.9862819,-79.4876511
-78.6381787,35.7795897,locality,approximate,"raleigh, nc, usa",35.971728,35.7158079,-78.471063,-78.8190489
-97.1436254,34.1742611,locality,approximate,"ardmore, ok 73401, usa",34.33242,34.128858,-96.998695,-97.212898
-79.4287878,40.1265877,locality,approximate,"acme, pa 15610, usa",40.1552157,40.07436,-79.3676541,-79.4854501
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-84.3782734,39.2320029,locality,approximate,"blue ash, oh, usa",39.2805589,39.216821,-84.3546601,-84.4152418
-75.1196199,39.9259463,locality,approximate,"camden, nj, usa",39.9694779,39.8986639,-75.0665461,-75.1362679
-107.8761738,38.4783198,locality,approximate,"montrose, co, usa",38.5243369,38.4214699,-107.7837939,-107.924288
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-77.0909809,38.8816208,administrative_area_level_2,approximate,"arlington county, arlington, va, usa",38.934343,38.82729,-77.032143,-77.1721691
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-82.1400923,29.1871986,locality,approximate,"ocala, fl, usa",29.2267539,29.1210169,-82.061536,-82.2520799
-95.7697131,34.9334298,locality,approximate,"mcalester, ok 74501, usa",34.967205,34.870818,-95.723596,-95.8335055
-70.9477546,42.9814292,locality,approximate,"exeter, nh 03833, usa",43.0338601,42.956986,-70.887699,-71.0138839
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-86.1219155,38.2120121,locality,approximate,"corydon, in 47112, usa",38.2320009,38.1985661,-86.107091,-86.1435231
-84.2700179,37.8393332,administrative_area_level_1,approximate,"kentucky, usa",39.147458,36.4971289,-81.9649708,-89.5715089
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-87.5675222,38.3553236,locality,approximate,"princeton, in 47670, usa",38.3742309,38.3332931,-87.5383241,-87.6171709
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-94.5785667,39.0997265,locality,approximate,"kansas city, mo, usa",39.356662,38.827176,-94.385522,-94.765917
-80.1300455,25.790654,locality,approximate,"miami beach, fl, usa",25.8728059,25.7476771,-80.110192,-80.170091
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-94.6858998,46.729553,administrative_area_level_1,approximate,"minnesota, usa",49.384358,43.499361,-89.4833851,-97.2391959
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-81.3792365,28.5383355,locality,approximate,"orlando, fl, usa",28.6143519,28.3479859,-81.22977,-81.50773
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-93.2650108,44.977753,locality,approximate,"minneapolis, mn, usa",45.05125,44.890144,-93.193794,-93.329163
-111.0937311,39.3209801,administrative_area_level_1,approximate,"utah, usa",42.001618,36.9979031,-109.0410581,-114.0529979
-80.244216,36.0998596,locality,approximate,"winston-salem, nc, usa",36.212599,35.996545,-80.1009689,-80.3859469
-75.2090623,40.2884395,locality,approximate,"chalfont, pa 18914, usa",40.3032059,40.277688,-75.1899191,-75.225251
-120.5542012,43.8041334,administrative_area_level_1,approximate,"oregon, usa",46.299099,41.9917941,-116.463262,-124.7035411
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-78.8783689,42.8864468,locality,approximate,"buffalo, ny, usa",42.9664549,42.826023,-78.795157,-78.9337276
-88.2433829,40.1164204,locality,approximate,"champaign, il, usa",40.1670741,40.062188,-88.2210401,-88.333179
-80.085059,42.1292241,locality,approximate,"erie, pa, usa",42.153531,42.077238,-80.003376,-80.138518
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649
-73.6771662,43.353627,locality,approximate,"queensbury, ny, usa",43.4863911,43.2500719,-73.59496,-73.764792
-87.9631308,42.1662831,locality,approximate,"buffalo grove, il, usa",42.2102489,42.129326,-87.9097731,-87.9948731
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-87.4988882,37.3281005,locality,approximate,"madisonville, ky 42431, usa",37.39699,37.284134,-87.452179,-87.554958
-83.4326841,38.1839705,locality,approximate,"morehead, ky 40351, usa",38.222656,38.163226,-83.4084418,-83.496112
-120.7401385,47.7510741,administrative_area_level_1,approximate,"washington, usa",49.0024305,45.543541,-116.91558,-124.8489739
-84.6269824,39.2591765,administrative_area_level_3,approximate,"colerain township, oh, usa",39.312056,39.204358,-84.5623579,-84.7172849
-75.9179738,42.0986867,locality,approximate,"binghamton, ny, usa",42.131775,42.0718619,-75.8570229,-75.9501499
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-88.7878678,43.7844397,administrative_area_level_1,approximate,"wisconsin, usa",47.3098219,42.4917199,-86.2495479,-92.8894331
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-76.4968948,37.2540329,locality,approximate,"gloucester point, va, usa",37.3200189,37.2333159,-76.441521,-76.5459619
-74.3437467,43.0528506,locality,approximate,"gloversville, ny, usa",43.0755969,43.0182469,-74.3220219,-74.376447
-88.8442674,42.2639098,locality,approximate,"belvidere, il 61008, usa",42.281161,42.2324849,-88.802218,-88.934795
-84.5120196,39.1031182,locality,approximate,"cincinnati, oh, usa",39.2207591,39.051921,-84.3687548,-84.7120481
-86.7816016,36.1626638,locality,approximate,"nashville, tn, usa",36.4054959,35.9677851,-86.5155879,-87.054903
-71.3824374,42.4072107,administrative_area_level_1,approximate,"massachusetts, usa",42.88679,41.187053,-69.858861,-73.5081419
-80.3123462,25.7484689,street_address,rooftop,"7235 coral way, miami, fl 33155, usa",25.74981788,25.74711992,-80.31099722,-80.31369518
-96.6783449,34.774531,locality,approximate,"ada, ok, usa",34.8401119,34.5059339,-96.5648481,-96.757561
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-97.5164276,35.4675602,locality,approximate,"oklahoma city, ok, usa",35.674752,35.2905439,-97.12472,-97.8336749
-71.3824374,42.4072107,administrative_area_level_1,approximate,"massachusetts, usa",42.88679,41.187053,-69.858861,-73.5081419
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-83.4327528,45.0616794,locality,approximate,"alpena, mi 49707, usa",45.105954,45.041799,-83.369186,-83.476641
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-77.8907839,35.7273509,establishment,rooftop,"1311 us-301, wilson, nc 27893, usa",35.72869988,35.72600192,-77.88943492,-77.89213288
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-71.0798358,42.5749401,establishment,rooftop,"175 park st, north reading, ma 01864, usa",42.57628908,42.57359112,-71.07848682,-71.08118478
-97.4394777,35.2225668,locality,approximate,"norman, ok, usa",35.348324,35.1453179,-97.1769179,-97.547822
-101.7068417,34.1847936,locality,approximate,"plainview, tx 79072, usa",34.232436,34.15607,-101.661122,-101.760264
-91.8318334,37.9642529,administrative_area_level_1,approximate,"missouri, usa",40.61364,35.9956829,-89.099494,-95.774704
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-93.6249593,41.5868353,locality,approximate,"des moines, ia, usa",41.6540759,41.479264,-93.503215,-93.709817
-77.8868117,34.2103894,locality,approximate,"wilmington, nc, usa",34.2670259,34.1472459,-77.7868489,-77.9572911
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-82.0105148,33.4734978,locality,approximate,"augusta, ga, usa",33.5449331,33.227148,-81.828336,-82.353499
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-85.7584557,38.2526647,locality,approximate,"louisville, ky, usa",38.38051,37.9971,-85.4051,-85.948441
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-80.1930786,32.9657511,establishment,rooftop,"10546 dorchester rd, summerville, sc 29485, usa",32.96710008,32.96440212,-80.19172962,-80.19442758
-78.680016,33.8160058,locality,approximate,"north myrtle beach, sc, usa",33.860965,33.7888049,-78.601314,-78.778465
-80.0942087,26.9342246,locality,approximate,"jupiter, fl, usa",26.9709431,26.8824881,-80.055706,-80.1809688
-80.0942087,26.9342246,locality,approximate,"jupiter, fl, usa",26.9709431,26.8824881,-80.055706,-80.1809688
-98.4842465,39.011902,administrative_area_level_1,approximate,"kansas, usa",40.0045419,36.9930159,-94.588387,-102.0517688
-104.8205283,39.9852617,locality,approximate,"brighton, co, usa",40.018542,39.899616,-104.7182759,-104.8838168
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-77.3645653,35.6055108,establishment,geometric_center,"e 5th st, greenville, nc 27858, usa",35.60685978,35.60416182,-77.36321632,-77.36591428
-88.1856301,41.9950276,locality,approximate,"bartlett, il, usa",42.015665,41.941635,-88.1486669,-88.269228
-77.0368707,38.9071923,locality,approximate,"washington, dc, usa",38.995548,38.7916449,-76.909393,-77.119759
-93.6249593,41.5868353,locality,approximate,"des moines, ia, usa",41.6540759,41.479264,-93.503215,-93.709817
-91.9623327,30.9842977,administrative_area_level_1,approximate,"louisiana, usa",33.019544,28.8551271,-88.758388,-94.043352
-90.1994042,38.6270025,locality,approximate,"st. louis, mo, usa",38.774349,38.5318519,-90.166409,-90.320515
-75.1652215,39.9525839,locality,approximate,"philadelphia, pa, usa",40.1379919,39.8670041,-74.9557629,-75.280303
-94.2333355,36.0148605,political,approximate,"fayetteville-springdale-rogers, ar-mo, usa",36.7665601,35.7504261,-93.445619,-94.618307
-94.2333355,36.0148605,political,approximate,"fayetteville-springdale-rogers, ar-mo, usa",36.7665601,35.7504261,-93.445619,-94.618307
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-79.9958864,40.4406248,locality,approximate,"pittsburgh, pa, usa",40.501368,40.3613689,-79.8657231,-80.0952779
-95.9345034,41.2565369,locality,approximate,"omaha, ne, usa",41.39317,41.1905479,-95.871141,-96.2913561
-73.9441579,40.6781784,political,approximate,"brooklyn, ny, usa",40.739446,40.551042,-73.8333651,-74.05663
-95.712891,37.09024,establishment,geometric_center,"independence, ks 67301, usa",37.09158898,37.08889102,-95.71154202,-95.71423998
-93.2650108,44.977753,locality,approximate,"minneapolis, mn, usa",45.05125,44.890144,-93.193794,-93.329163
-80.1917902,25.7616798,locality,approximate,"miami, fl, usa",25.855773,25.709042,-80.139157,-80.3197599
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-94.5785667,39.0997265,locality,approximate,"kansas city, mo, usa",39.356662,38.827176,-94.385522,-94.765917
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-71.1053991,42.3504997,establishment,geometric_center,"boston, ma 02215, usa",42.35184868,42.34915072,-71.10405012,-71.10674808
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649
-82.9987942,39.9611755,locality,approximate,"columbus, oh, usa",40.1572719,39.808631,-82.7713781,-83.2102799
-74.1331988,40.788434,locality,approximate,"north arlington, nj, usa",40.805282,40.7701001,-74.1023851,-74.1475289
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-86.902298,32.3182314,administrative_area_level_1,approximate,"alabama, usa",35.008028,30.144425,-84.888246,-88.4732269
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649
-86.1349019,40.2671941,administrative_area_level_1,approximate,"indiana, usa",41.761368,37.7717419,-84.784662,-88.097892
-84.2700179,37.8393332,administrative_area_level_1,approximate,"kentucky, usa",39.147458,36.4971289,-81.9649708,-89.5715089
-72.9278835,41.308274,locality,approximate,"new haven, ct, usa",41.35038,41.2461968,-72.8601438,-72.998048
-74.1068091,40.826489,locality,approximate,"rutherford, nj, usa",40.847184,40.786316,-74.0817941,-74.1241758
-72.9278835,41.308274,locality,approximate,"new haven, ct, usa",41.35038,41.2461968,-72.8601438,-72.998048
-74.1502007,40.5795317,political,approximate,"staten island, ny, usa",40.6518121,40.4773991,-74.0345471,-74.2590899
-73.9441579,40.6781784,political,approximate,"brooklyn, ny, usa",40.739446,40.551042,-73.8333651,-74.05663
-75.977985,36.8529263,locality,approximate,"virginia beach, va, usa",37.040886,36.5504529,-75.7974969,-76.2277601
-78.6568942,37.4315734,administrative_area_level_1,approximate,"virginia, usa",39.466012,36.5407589,-75.1664349,-83.675415
-77.0909809,38.8816208,administrative_area_level_2,approximate,"arlington county, arlington, va, usa",38.934343,38.82729,-77.032143,-77.1721691
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-79.7667026,36.4884715,locality,approximate,"eden, nc 27288, usa",36.5337869,36.4713589,-79.6797139,-79.7881301
-84.2700179,37.8393332,administrative_area_level_1,approximate,"kentucky, usa",39.147458,36.4971289,-81.9649708,-89.5715089
-84.3879824,33.7489954,locality,approximate,"atlanta, ga, usa",33.8876179,33.6478079,-84.289389,-84.5518189
-104.8213634,38.8338816,locality,approximate,"colorado springs, co, usa",39.0353389,38.7160299,-104.5988969,-104.917822
-71.4128343,41.8239891,locality,approximate,"providence, ri, usa",41.861571,41.772414,-71.3696939,-71.472667
-79.9958864,40.4406248,locality,approximate,"pittsburgh, pa, usa",40.501368,40.3613689,-79.8657231,-80.0952779
-88.7878678,43.7844397,administrative_area_level_1,approximate,"wisconsin, usa",47.3098219,42.4917199,-86.2495479,-92.8894331
