lon,lat,type,loctype,address,north,south,east,west
-83.5378674,41.6528052,locality,approximate,"toledo, oh, usa",41.732844,41.580266,-83.454229,-83.694237
-76.2858726,36.8507689,locality,approximate,"norfolk, va, usa",37.040886,36.820757,-76.133872,-76.3455689
-115.1398296,36.1699412,locality,approximate,"las vegas, nv, usa",36.3,35.95,-114.95,-115.4
-73.9393554,40.8417082,neighborhood,approximate,"washington heights, new york, ny, usa",40.8595902,40.8281291,-73.9224529,-73.9505678
-73.5594128,40.6546145,administrative_area_level_2,approximate,"nassau county, ny, usa",40.9890089,40.520505,-73.4232531,-73.7801931
-73.7948516,40.7282239,political,approximate,"queens, ny, usa",40.8122421,40.4897939,-73.7002721,-74.0421119
-84.5120196,39.1031182,locality,approximate,"cincinnati, oh, usa",39.2207591,39.051921,-84.3687548,-84.7120481
-81.44086,41.5817228,premise,rooftop,"2846 som center rd, willoughby hills, oh 44094, usa",41.58310658,41.58040862,-81.43940497,-81.44210293
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-106.9253207,38.5458246,locality,approximate,"gunnison, co 81230, usa",38.5589949,38.52956,-106.902668,-106.9509179
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-97.4107128,35.463494,establishment,rooftop,"6700 e reno ave, midwest city, ok 73110, usa",35.46484298,35.46214502,-97.40936382,-97.41206178
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-73.134961,40.789142,establishment,approximate,"long island, new york, usa",41.1612401,40.5429789,-71.8562011,-74.0419497
-83.9207392,35.9606384,locality,approximate,"knoxville, tn, usa",36.067428,35.8494959,-83.688543,-84.161622
-71.1097335,42.3736158,locality,approximate,"cambridge, ma, usa",42.4043839,42.3523968,-71.0654872,-71.1603321
-123.7674293,39.226347,campground,geometric_center,"albion river campground, albion river north side rd, little river, ca 95456, usa",39.22769598,39.22499802,-123.7660803,-123.7687783
-95.7243335,37.2321077,establishment,rooftop,"800 n 21st st, independence, ks 67301, usa",37.23345668,37.23075872,-95.72298452,-95.72568248
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-84.3879824,33.7489954,locality,approximate,"atlanta, ga, usa",33.8876179,33.6478079,-84.289389,-84.5518189
-95.4075459,29.6774067,amusement_park,rooftop,"9001 kirby dr, houston, tx 77054, usa",29.67875568,29.67605772,-95.40619692,-95.40889488
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-122.3320708,47.6062095,locality,approximate,"seattle, wa, usa",47.734145,47.4919119,-122.2244331,-122.4596959
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-104.990251,39.7392358,locality,approximate,"denver, co, usa",39.9142469,39.614431,-104.6002959,-105.109927
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-80.8431267,35.2270869,locality,approximate,"charlotte, nc, usa",35.393133,35.0131739,-80.670104,-81.0095539
-96.0161484,41.2386195,bar,rooftop,"6750 mercy rd, omaha, ne 68106, usa",41.23996848,41.23727052,-96.01479942,-96.01749738
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-95.7304251,37.2239612,establishment,rooftop,"1900 w main st, independence, ks 67301, usa",37.22531018,37.22261222,-95.72907612,-95.73177408
-87.8758939,42.9716437,locality,approximate,"st francis, wi, usa",42.986415,42.958915,-87.8483809,-87.894083
-96.5991593,32.7667955,locality,approximate,"mesquite, tx, usa",32.849232,32.6815731,-96.471813,-96.6835319
-73.9772754,40.7368724,establishment,rooftop,"423 e 23rd st, new york, ny 10010, usa",40.73822138,40.73552342,-73.97592642,-73.97862438
-85.3096801,35.0456297,locality,approximate,"chattanooga, tn, usa",35.2136671,34.9829239,-85.0517979,-85.425584
-81.1313969,31.9855765,establishment,rooftop,"10500 abercorn st ste i, savannah, ga 31419, usa",31.98692548,31.98422752,-81.13004792,-81.13274588
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-74.913448,38.9315028,establishment,rooftop,"931 beach ave, cape may, nj 08204, usa",38.93285178,38.93015382,-74.91209902,-74.91479698
-79.9310512,32.7764749,locality,approximate,"charleston, sc, usa",32.973586,32.6685048,-79.7971659,-80.14379
-82.9987942,39.9611755,locality,approximate,"columbus, oh, usa",40.1572719,39.808631,-82.7713781,-83.2102799
-83.6324022,32.8406946,locality,approximate,"macon, ga, usa",32.8997851,32.765651,-83.5485979,-83.7397409
-79.9414266,37.2709704,locality,approximate,"roanoke, va, usa",37.3374169,37.211227,-79.8774871,-80.0375979
-93.8243923,41.7610984,locality,approximate,"granger, ia 50109, usa",41.7685211,41.7459379,-93.7952929,-93.831344
-82.4571776,27.950575,locality,approximate,"tampa, fl, usa",28.1714781,27.817487,-82.2597409,-82.64882
-75.1652215,39.9525839,locality,approximate,"philadelphia, pa, usa",40.1379919,39.8670041,-74.9557629,-75.280303
-71.5723953,43.1938516,administrative_area_level_1,approximate,"new hampshire, usa",45.3054761,42.696985,-70.575094,-72.557185
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-78.8783689,42.8864468,locality,approximate,"buffalo, ny, usa",42.9664549,42.826023,-78.795157,-78.9337276
-73.9712488,40.7830603,political,approximate,"manhattan, new york, ny, usa",40.820045,40.698078,-73.903313,-74.035149
-83.0457538,42.331427,locality,approximate,"detroit, mi, usa",42.45023,42.255192,-82.910451,-83.287959
-73.9973608,41.9270367,locality,approximate,"kingston, ny 12401, usa",41.952748,41.902063,-73.9537089,-74.044629
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-83.0457538,42.331427,locality,approximate,"detroit, mi, usa",42.45023,42.255192,-82.910451,-83.287959
-106.650422,35.0843859,locality,approximate,"albuquerque, nm, usa",35.2180539,34.9467659,-106.4711629,-106.881796
-85.7077266,32.430237,locality,approximate,"tuskegee, al, usa",32.517246,32.3865499,-85.6433519,-85.7870339
-82.9987942,39.9611755,locality,approximate,"columbus, oh, usa",40.1572719,39.808631,-82.7713781,-83.2102799
-73.087749,41.6032207,administrative_area_level_1,approximate,"connecticut, usa",42.050587,40.950943,-71.787239,-73.727775
-91.9623327,30.9842977,administrative_area_level_1,approximate,"louisiana, usa",33.019544,28.8551271,-88.758388,-94.043352
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-106.650422,35.0843859,locality,approximate,"albuquerque, nm, usa",35.2180539,34.9467659,-106.4711629,-106.881796
-95.9345034,41.2565369,locality,approximate,"omaha, ne, usa",41.39317,41.1905479,-95.871141,-96.2913561
-86.8103567,33.5185892,locality,approximate,"birmingham, al, usa",33.6787149,33.3837599,-86.5781498,-87.1221241
-79.9310512,32.7764749,locality,approximate,"charleston, sc, usa",32.973586,32.6685048,-79.7971659,-80.14379
-111.9260519,33.4941704,locality,approximate,"scottsdale, az, usa",33.900393,33.448029,-111.756092,-111.9608161
-90.1994042,38.6270025,locality,approximate,"st. louis, mo, usa",38.774349,38.5318519,-90.166409,-90.320515
-75.4007058,39.9868904,locality,approximate,"newtown square, pa 19073, usa",39.9900786,39.9781665,-75.3931153,-75.409481
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-73.9841161,40.7317696,bar,rooftop,"322 e 14th st, new york, ny 10003, usa",40.73311858,40.73042062,-73.98276712,-73.98546508
-80.543876,37.14777,establishment,rooftop,"6580 valley center dr #124, fairlawn, va 24141, usa",37.14911898,37.14642102,-80.54252702,-80.54522498
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-77.1945247,41.2033216,administrative_area_level_1,approximate,"pennsylvania, usa",42.516072,39.7197989,-74.6895018,-80.519895
-120.7401385,47.7510741,administrative_area_level_1,approximate,"washington, usa",49.0024305,45.543541,-116.91558,-124.8489739
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-96.6282946,32.9304619,establishment,rooftop,"222 e buckingham rd, garland, tx 75040, usa",32.93181088,32.92911292,-96.62694562,-96.62964358
-94.4155068,39.0911161,locality,approximate,"independence, mo, usa",39.139788,39.017679,-94.2159228,-94.4815
-84.2696449,36.0103561,locality,approximate,"oak ridge, tn, usa",36.064688,35.874865,-84.1556119,-84.436334
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-73.975694,40.8270448,locality,approximate,"edgewater, nj 07020, usa",40.8481,40.7975169,-73.9539819,-73.9944119
-84.7328269,45.7794809,establishment,rooftop,"200 s nicolet st, mackinaw city, mi 49701, usa",45.78082988,45.77813192,-84.73147792,-84.73417588
-71.4161671,41.7001009,locality,approximate,"warwick, ri, usa",41.7683329,41.629397,-71.325667,-71.5189131
-82.4319405,28.3232418,administrative_area_level_2,approximate,"pasco county, fl, usa",28.4788371,28.1699721,-82.054697,-82.9083109
-73.212072,44.4758825,locality,approximate,"burlington, vt, usa",44.5392529,44.4459279,-73.1763829,-73.2769139
-82.6995443,27.8428025,locality,approximate,"pinellas park, fl, usa",27.8954591,27.824581,-82.6638909,-82.757269
-120.7401385,47.7510741,administrative_area_level_1,approximate,"washington, usa",49.0024305,45.543541,-116.91558,-124.8489739
-77.8600012,40.7933949,locality,approximate,"state college, pa, usa",40.8075369,40.7684919,-77.8191779,-77.885965
-71.0475773,42.3381437,neighborhood,approximate,"south boston, boston, ma, usa",42.3551665,42.32115,-71.0091984,-71.0652471
-73.9487946,40.7478045,establishment,rooftop,"11-25 45th ave, long island city, ny 11101, usa",40.74915348,40.74645552,-73.94744562,-73.95014358
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-95.5684983,37.0437323,cemetery,rooftop,"5750 us-166, coffeyville, ks 67337, usa",37.04508128,37.04238332,-95.56714932,-95.56984728
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649
-74.4056612,40.0583238,administrative_area_level_1,approximate,"new jersey, usa",41.357423,38.788657,-73.88506,-75.5635861
-93.2650108,44.977753,locality,approximate,"minneapolis, mn, usa",45.05125,44.890144,-93.193794,-93.329163
-104.990251,39.7392358,locality,approximate,"denver, co, usa",39.9142469,39.614431,-104.6002959,-105.109927
-73.9441579,40.6781784,political,approximate,"brooklyn, ny, usa",40.739446,40.551042,-73.8333651,-74.05663
-81.655651,30.3321838,locality,approximate,"jacksonville, fl, usa",30.586232,30.103748,-81.316712,-82.0495018
-74.9674131,40.362122,establishment,rooftop,"385 w bridge st, new hope, pa 18938, usa",40.36347098,40.36077302,-74.96606412,-74.96876208
-81.8538669,41.4057985,airport,rooftop,"cleveland hopkins international airport (cle), 5300 riverside dr, cleveland, oh 44135, usa",41.40714748,41.40444952,-81.85251792,-81.85521588
-84.1916069,39.7589478,locality,approximate,"dayton, oh, usa",39.9208229,39.7018339,-84.0929378,-84.3113769
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-93.097702,41.8780025,administrative_area_level_1,approximate,"iowa, usa",43.5011961,40.375437,-90.1400609,-96.639535
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-94.3413168,34.0378916,locality,approximate,"de queen, ar 71832, usa",34.0643619,34.0201741,-94.316839,-94.3737999
-93.1257723,44.7394103,locality,approximate,"rosemount, mn 55068, usa",44.775779,44.716817,-92.974086,-93.1585689
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-81.1637245,33.836081,administrative_area_level_1,approximate,"south carolina, usa",35.2155401,32.033454,-78.4993009,-83.353928
-77.0368707,38.9071923,locality,approximate,"washington, dc, usa",38.995548,38.7916449,-76.909393,-77.119759
-79.0716958,38.149576,locality,approximate,"staunton, va 24401, usa",38.197439,38.1211119,-79.0122041,-79.1136169
-93.3741647,44.8709601,postal_code,approximate,"minneapolis, mn 55439, usa",44.8904749,44.856905,-93.350174,-93.399436
-83.4482529,39.8864493,locality,approximate,"london, oh 43140, usa",39.921786,39.85928,-83.3899969,-83.478923
-88.7033859,34.2576066,locality,approximate,"tupelo, ms, usa",34.323945,34.2037809,-88.649709,-88.80041
-95.5507253,37.2724599,establishment,rooftop,"420 n depot st, cherryvale, ks 67335, usa",37.27380888,37.27111092,-95.54937632,-95.55207428
-87.8219418,42.0802392,route,geometric_center,"shermer rd, illinois, usa",42.1413952,42.0299717,-87.8009237,-87.8353278
-82.2542834,34.7370639,locality,approximate,"simpsonville, sc, usa",34.7748891,34.701575,-82.2183121,-82.2871519
-120.0928127,34.7415368,establishment,rooftop,"5225 figueroa mountain rd, los olivos, ca 93441, usa",34.74288578,34.74018782,-120.0914637,-120.0941617
-81.1637245,33.836081,administrative_area_level_1,approximate,"south carolina, usa",35.2155401,32.033454,-78.4993009,-83.353928
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-73.9712488,40.7830603,political,approximate,"manhattan, new york, ny, usa",40.820045,40.698078,-73.903313,-74.035149
-76.2858726,36.8507689,locality,approximate,"norfolk, va, usa",37.040886,36.820757,-76.133872,-76.3455689
-80.9450759,35.0073697,locality,approximate,"fort mill, sc, usa",35.0500939,34.9457651,-80.896951,-80.97922
-81.4736377,28.4722475,establishment,geometric_center,"orlando, fl 32819, usa",28.47359648,28.47089852,-81.47228872,-81.47498668
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-85.7584557,38.2526647,locality,approximate,"louisville, ky, usa",38.38051,37.9971,-85.4051,-85.948441
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-97.59976,35.2472869,locality,approximate,"newcastle, ok, usa",35.337508,35.1750599,-97.4893149,-97.6716939
-89.640658,40.5675388,locality,approximate,"pekin, il, usa",40.6153379,40.5290161,-89.578947,-89.678856
-75.977985,36.8529263,locality,approximate,"virginia beach, va, usa",37.040886,36.5504529,-75.7974969,-76.2277601
-94.969956,35.91537,locality,approximate,"tahlequah, ok 74464, usa",35.952788,35.856271,-94.9419011,-95.015171
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-73.2612615,41.1408363,locality,approximate,"fairfield, ct, usa",41.2319929,41.1128568,-73.2178071,-73.3384286
-89.3985283,40.6331249,administrative_area_level_1,approximate,"illinois, usa",42.5083379,36.970298,-87.019935,-91.5130789
-87.6297982,41.8781136,locality,approximate,"chicago, il, usa",42.023131,41.6443349,-87.523661,-87.9402669
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-74.0059728,40.7127753,locality,approximate,"new york, ny, usa",40.9175771,40.4773991,-73.7002721,-74.2590899
-77.4360481,37.5407246,locality,approximate,"richmond, va, usa",37.6027689,37.446553,-77.3855119,-77.601011
-94.6858998,46.729553,administrative_area_level_1,approximate,"minnesota, usa",49.384358,43.499361,-89.4833851,-97.2391959
-73.9794028,40.7548326,establishment,rooftop,"535 5th ave, new york, ny 10017, usa",40.75618158,40.75348362,-73.97805382,-73.98075178
-87.4044868,46.5596032,establishment,rooftop,"1401 presque isle ave, marquette, mi 49855, usa",46.56095218,46.55825422,-87.40313782,-87.40583578
-91.8318334,37.9642529,administrative_area_level_1,approximate,"missouri, usa",40.61364,35.9956829,-89.099494,-95.774704
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-80.1917902,25.7616798,locality,approximate,"miami, fl, usa",25.855773,25.709042,-80.139157,-80.3197599
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-75.1652215,39.9525839,locality,approximate,"philadelphia, pa, usa",40.1379919,39.8670041,-74.9557629,-75.280303
-74.0253715,40.7663711,locality,approximate,"weehawken, nj 07086, usa",40.780685,40.7566009,-74.0013271,-74.0326988
-111.758724,40.350129,establishment,rooftop,"644 n 2000 w, lindon, ut 84042, usa",40.35147798,40.34878002,-111.757375,-111.760073
-83.4702132,42.3714253,locality,approximate,"plymouth, mi 48170, usa",42.384451,42.358502,-83.4455209,-83.486869
-119.4179324,36.778261,administrative_area_level_1,approximate,"california, usa",42.0095169,32.528832,-114.131211,-124.482003
-86.7816016,36.1626638,locality,approximate,"nashville, tn, usa",36.4054959,35.9677851,-86.5155879,-87.054903
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-89.3985283,40.6331249,administrative_area_level_1,approximate,"illinois, usa",42.5083379,36.970298,-87.019935,-91.5130789
-76.6121893,39.2903848,locality,approximate,"baltimore, md, usa",39.3722059,39.1972069,-76.5294528,-76.7115191
-93.7782689,38.3686324,locality,approximate,"clinton, mo 64735, usa",38.400726,38.3440259,-93.73768,-93.7963959
-82.9000751,32.1656221,administrative_area_level_1,approximate,"georgia, usa",35.0006589,30.3555908,-80.751429,-85.6051649
-73.8648268,40.8447819,political,approximate,"bronx, ny, usa",40.9175771,40.7857429,-73.74806,-73.933808
-77.1191166,34.6876621,locality,approximate,"swansboro, nc, usa",34.7126079,34.676016,-77.112392,-77.1788231
-120.7401385,47.7510741,administrative_area_level_1,approximate,"washington, usa",49.0024305,45.543541,-116.91558,-124.8489739
-84.3879824,33.7489954,locality,approximate,"atlanta, ga, usa",33.8876179,33.6478079,-84.289389,-84.5518189
-89.3985283,40.6331249,administrative_area_level_1,approximate,"illinois, usa",42.5083379,36.970298,-87.019935,-91.5130789
-78.8269664,34.3221129,locality,approximate,"chadbourn, nc 28431, usa",34.342936,34.3121011,-78.799106,-78.840263
-81.3792365,28.5383355,locality,approximate,"orlando, fl, usa",28.6143519,28.3479859,-81.22977,-81.50773
-123.9818347,46.7064856,locality,approximate,"tokeland, wa 98590, usa",46.714729,46.703285,-123.966621,-123.9985961
-96.8345439,33.1515505,establishment,rooftop,"8802 coleman blvd, frisco, tx 75034, usa",33.15289948,33.15020152,-96.83319492,-96.83589288
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-80.1373174,26.1224386,locality,approximate,"fort lauderdale, fl, usa",26.21186,26.070365,-80.087165,-80.2039691
-79.1950373,34.6801626,locality,approximate,"pembroke, nc 28372, usa",34.69095,34.6585728,-79.1644619,-79.2303528
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-90.1994042,38.6270025,locality,approximate,"st. louis, mo, usa",38.774349,38.5318519,-90.166409,-90.320515
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-80.1917902,25.7616798,locality,approximate,"miami, fl, usa",25.855773,25.709042,-80.139157,-80.3197599
-78.6381787,35.7795897,locality,approximate,"raleigh, nc, usa",35.971728,35.7158079,-78.471063,-78.8190489
-77.0368707,38.9071923,locality,approximate,"washington, dc, usa",38.995548,38.7916449,-76.909393,-77.119759
-77.3663538,35.612661,locality,approximate,"greenville, nc, usa",35.6760879,35.5297779,-77.279445,-77.4752649
-79.0192997,35.7595731,administrative_area_level_1,approximate,"north carolina, usa",36.5881568,33.7528778,-75.400119,-84.321869
-77.0368707,38.9071923,locality,approximate,"washington, dc, usa",38.995548,38.7916449,-76.909393,-77.119759
-83.0457538,42.331427,locality,approximate,"detroit, mi, usa",42.45023,42.255192,-82.910451,-83.287959
-81.5157535,27.6648274,administrative_area_level_1,approximate,"florida, usa",32.3607674,22.8285924,-77.8049338,-89.8042682
-80.8431267,35.2270869,locality,approximate,"charlotte, nc, usa",35.393133,35.0131739,-80.670104,-81.0095539
-87.1111676,37.7719074,locality,approximate,"owensboro, ky, usa",37.8100329,37.710659,-87.0523779,-87.196074
-83.7430378,42.2808256,locality,approximate,"ann arbor, mi, usa",42.3239728,42.222668,-83.6758069,-83.799572
-94.2333355,36.0148605,political,approximate,"fayetteville-springdale-rogers, ar-mo, usa",36.7665601,35.7504261,-93.445619,-94.618307
-77.1945247,41.2033216,administrative_area_level_1,approximate,"pennsylvania, usa",42.516072,39.7197989,-74.6895018,-80.519895
-96.7040732,32.9579377,establishment,rooftop,"1250 american pkwy, richardson, tx 75081, usa",32.95928668,32.95658872,-96.70272422,-96.70542218
-84.4471633,39.0750607,locality,approximate,"fort thomas, ky, usa",39.111334,39.0508049,-84.428534,-84.4748443
-69.4454689,45.253783,administrative_area_level_1,approximate,"maine, usa",47.459686,42.9171259,-66.8850751,-71.0843341
-80.1070333,33.0473929,locality,approximate,"wide awake, sc 29486, usa",33.0567453,33.0380396,-80.0910259,-80.1230407
-73.9441579,40.6781784,political,approximate,"brooklyn, ny, usa",40.739446,40.551042,-73.8333651,-74.05663
-71.0588801,42.3600825,locality,approximate,"boston, ma, usa",42.4008199,42.22788,-70.749455,-71.191113
-81.6943605,41.49932,locality,approximate,"cleveland, oh, usa",41.604436,41.390628,-81.5327439,-81.878976
-87.9064736,43.0389025,locality,approximate,"milwaukee, wi, usa",43.1949671,42.9208158,-87.8639841,-88.070876
-77.8600012,40.7933949,locality,approximate,"state college, pa, usa",40.8075369,40.7684919,-77.8191779,-77.885965
-117.6333884,34.3608341,locality,approximate,"wrightwood, ca, usa",34.3737979,34.3429209,-117.6056219,-117.6531591
-98.4842465,39.011902,administrative_area_level_1,approximate,"kansas, usa",40.0045419,36.9930159,-94.588387,-102.0517688
-95.9345034,41.2565369,locality,approximate,"omaha, ne, usa",41.39317,41.1905479,-95.871141,-96.2913561
-105.0813734,39.7047095,locality,approximate,"lakewood, co, usa",39.761955,39.6183039,-105.053173,-105.199324
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-82.4571776,27.950575,locality,approximate,"tampa, fl, usa",28.1714781,27.817487,-82.2597409,-82.64882
-71.0999358,42.3393661,establishment,rooftop,"300 fenway, boston, ma 02115, usa",42.34071508,42.33801712,-71.09858682,-71.10128478
-99.9018131,31.9685988,administrative_area_level_1,approximate,"texas, usa",36.5007041,25.8371638,-93.5080389,-106.6456461
-85.3096801,35.0456297,locality,approximate,"chattanooga, tn, usa",35.2136671,34.9829239,-85.0517979,-85.425584
-81.339552,41.6661573,locality,approximate,"mentor, oh 44060, usa",41.7572429,41.639848,-81.2907249,-81.390934
-115.1745559,36.1023715,casino,rooftop,"3790 s las vegas blvd, las vegas, nv 89109, usa",36.10372048,36.10102252,-115.1732069,-115.1759049
-89.3985283,32.3546679,administrative_area_level_1,approximate,"mississippi, usa",34.9961091,30.146096,-88.097888,-91.6550089
-82.907123,40.4172871,administrative_area_level_1,approximate,"ohio, usa",42.327132,38.4034229,-80.5182,-84.8203049
-105.8700901,34.5199402,administrative_area_level_1,approximate,"new mexico, usa",37.0002931,31.332172,-103.001964,-109.050173
